lemma,frequency,gloss_source,gloss,hdbscan_cluster,hdbscan_label,ward_12,ward_12_label,ward_25,ward_25_label,ward_50,ward_50_label,ward_100,ward_100_label,ward_150,ward_150_label,ward_200,ward_200_label,ward_250,ward_250_label
ταλαύρινος,4,lsj,"bearing a shield of bullʼs-hide; thick tough; toughly, stoutly; as a bearer of a bullʼs-hide shield",19,"shield, hide, ox, piercing",9,"fear, sleep, years, day",18,"fear, hide, fight, shield",39,"fear, hide, shield, cower",77,"hide, shield, shelter, covered",115,"shield, shelter, hide, refuge",153,"shield, shelter, hide, refuge",192,"shield, shelter, hide, covered"
ἰσχίον,4,lsj,"hip-joint; fleshy parts round the hip-joint, haunches; the projecting part of the os innominatum",179,"thigh, limb, knee, shoulder",2,"double, round, stretch, house",5,"round, double, stretch, curved",9,"thigh, limb, bowels, shoulder",21,"thigh, limb, knee, shoulder",30,"thigh, limb, shoulder, knee",40,"thigh, limb, knee, shoulder",49,"thigh, limb, knee, shoulder"
ὑπεκφέρω,4,lsj,"carry out a little; lifted; a little outwards; carry out from under, carry off",262,"carry, away, snatch, remove",6,"leap, away, come, send",10,"away, cut, shut, break",21,"shut, bind, hold, fasten",39,"seize, carry, snatch, away",58,"carry, seize, snatch, away",74,"carry, seize, snatch, away",90,"carry, seize, snatch, away"
φλοῖσβος,4,lsj,any confused roaring noise; the noise of battle,-1,(outlier),10,"loud, sound, shout, lament",21,"loud, sound, shout, lament",42,"loud, sound, shout, voice",83,"loud, sound, roar, ring",122,"loud, sound, roar, ring",160,"loud, sound, roar, ring",201,"loud, sound, noise, roaring"
ἄρτιος,4,lsj,"complete, perfect of its kind, suitable, exactly fitled; to the purpose; in accordance with; the same",-1,(outlier),11,"glad, delight, good, care",23,"mighty, courage, strength, equal",44,"mighty, glorious, famous, countless",88,"mighty, countless, immense, exceedingly",129,"mighty, countless, immense, exceedingly",170,"perfect, wholly, complete, entire",212,"perfect, wholly, complete, entire"
ἀβληχρός,4,lsj,"weak, feeble; easy; violent",305,"feeble, powerless, force, weak",11,"glad, delight, good, care",23,"mighty, courage, strength, equal",45,"courage, strength, equal, wrought",91,"strength, courage, wrought, stout",133,"strength, strong mighty, fierce, force",176,"strength, mighty, strong, fierce",220,"strength, mighty, strong, fierce"
ἑτέρωθι,4,lsj,on the other side; elsewhere; else; in another passage,257,"sides, cross, sideways, angle",2,"double, round, stretch, house",5,"round, double, stretch, curved",10,"double, right, hand, left",23,"right, hand, opposite, left",32,"right, hand, opposite, left",44,"opposite, sides, face, right",53,"opposite, sides, face, right"
χρυσάμπυξ,4,lsj,with fillet; frontlet of gold,113,"gold, sandalled, silver footed, melts",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",2,"bronze, axe, spear, pointed",5,"bronze, silver, gold, copper",6,"bronze, silver, gold, copper",8,"bronze, silver, gold, copper",10,"bronze, silver, gold, copper"
περόνη,4,lsj,"pin; tongue of a buckle; brooch, buckle; brooch",-1,(outlier),1,"draw, chariot, hair, swift",3,"hair, skin, wool, cloth",5,"cloth, wool, cord, girdle",11,"cord, girdle, rope, belt",13,"cord, girdle, rope, leathern",18,"girdle, leathern, belt, thong",22,"girdle, leathern, belt, thong"
Πέργαμος,4,lsj,"Pergamus; citadel, acropolis; Pergamum; district of P",245,"citadel, acropolis, egypt, cyprus",2,"double, round, stretch, house",4,"house, stone, door, roof",7,"house, stone, door, wall",16,"stone, rock, hill, citadel",23,"hill, citadel, peak, mound",31,"hill, citadel, peak, mound",39,"hill, citadel, peak, mound"
ἐπιμίσγω,4,lsj,have intercourse; have; to be dealing with; clashing with,21,"prize, contest, contend, doubtful",7,"born, son, old, ruler",14,"born, old, wife, marriage",27,"wife, marriage, bride, brother",54,"wife, marriage, bride, brother",79,"wife, marriage, brother, bride",104,"wife, marriage, brother, bride",128,"wife, marriage, brother, bride"
ἡνιοχεύς,4,lsj,the constellation Auriga,-1,(outlier),1,"draw, chariot, hair, swift",1,"swift, goat, wild, bird",1,"swift, goat, bird, wild",3,"bird, winged, fly, star",3,"bird, winged, fly, star",4,"bird, winged, fly, star",6,"bird, winged, fly, star"
ζαχρηής,4,lsj,"attacking violently, furious, raging",207,"violent, furiously, vehement, raging",12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",50,"wrath, pain, baneful, anger",100,"wrath, hateful, rage, cruel",149,"wrath, strike, rage, raging",198,"wrath, strike, rage, raging",246,"rage, raging, anger, mad"
νείαιρα,4,lsj,lower; the lower part of; abdomen,179,"thigh, limb, knee, shoulder",2,"double, round, stretch, house",5,"round, double, stretch, curved",9,"thigh, limb, bowels, shoulder",21,"thigh, limb, knee, shoulder",29,"bowels, navel, guts, belly",39,"bowels, navel, guts, belly",48,"bowels, navel, guts, belly"
διδυμάων,4,lsj,twins; two; double,293,"double, folded, twofold, twice",2,"double, round, stretch, house",5,"round, double, stretch, curved",10,"double, right, hand, left",22,"double, folded, threefold, twofold",31,"double, folded, threefold, twofold",41,"double, twice, twofold, handled whichsoever",50,"double, twice, twofold, nature barbs"
ἀφρός,4,lsj,"foam; foam, slaver, froth; frothy blood; ṃbhrós",99,"oil, foam, anointing, fat",1,"draw, chariot, hair, swift",3,"hair, skin, wool, cloth",6,"hair, neck, skin, milk",13,"neck, milk, oil, table",16,"oil, skin, serpent, fish",21,"oil, salt, foam, blood",26,"oil, salt, foam, blood"
ἀδαήμων,4,lsj,"unknowing, ignorant",-1,(outlier),12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",47,"know, destiny, perceive, oracle",93,"know, perceive, recognize, learn",138,"know, perceive, recognize, learn",184,"know, perceive, recognize, learn",230,"know, perceive, recognize, learn"
ἁμαρτῆ,4,lsj,"together, at same time, at once",230,"unite, continuous, combine, price",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",31,"gather, meet, set, ready",63,"gather, meet, collect, people",91,"gather, meet, collect, assemble",118,"unite, comrade, join, friendly",146,"unite, comrade, join, friendly"
τλήμων,4,lsj,"patient, steadfast, stout-hearted; overbold, reckless; wretched, miserable; wretched",-1,(outlier),12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",46,"pity, idle, vain, blind",92,"idle, pity, vain, blind",136,"powerless, tolerable, force, endure",180,"powerless, force, endure, feeble",225,"powerless, force, endure, violence"
παραίσσω,4,lsj (relaxed match),dart past,164,"dart, javelin, rush, fly",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",4,"draw, dart, javelin, archer",9,"dart, javelin, archer, bow",11,"dart, javelin, rush, fly",15,"dart, javelin, rush, fly",18,"dart, javelin, rush, fly"
ζωγρέω,4,lsj,"take, save alive, take captive; spare; alive; restore to life and strength, revive",-1,(outlier),11,"glad, delight, good, care",22,"glad, delight, care, rejoice",43,"glad, delight, care, awe",85,"care, heed, succour, cure",125,"care, heed, succour, cure",164,"care, heed, succour, cure",206,"care, heed, succour, save"
προτρέπω,4,lsj,"urge forwards; turn to flight; give myself up; urge on, impel",31,"urge, command, exhort, advise",6,"leap, away, come, send",13,"flee, lead, come, send",25,"come, lead, send, accomplish",50,"send, accomplish, forth, urge",72,"send, accomplish, forth, urge",94,"urge, challenge, summon, invoke",114,"urge, challenge, summon, invoke"
πέλωρον,4,lsj,portents,53,"oracle, divination, prophetic, divine",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",47,"know, destiny, perceive, oracle",94,"destiny, oracle, memory, doom",140,"destiny, oracle, doom, ill",186,"destiny, oracle, ill, doom",232,"destiny, oracle, ill, doom"
ὀβριμοπάτρη,4,lsj,daughter of a mighty sire,-1,(outlier),7,"born, son, old, ruler",14,"born, old, wife, marriage",28,"born, old, age, young",56,"born, mother, travail, birth",81,"mother, son, father, child",106,"mother, son, father, child",131,"mother, son, father, child"
ἀναψύχω,4,lsj,"cool, refresh; were reviving; cool; in water",77,"warm, heat, hot, cool",5,"pour, sea, wash, stream",9,"pour, wash, wine, water",17,"wash, dry, water, bathing",33,"wash, dry, water, bathing",48,"dry, wet, moist, dried",63,"dry, wet, moist, rain",76,"dry, wet, moist, rain"
ποιμαίνω,4,lsj,"herd, tend; to be shepherd; act as shepherd, tend flocks; to be herded, roam the pastures",120,"cattle, sheep, goat, shepherd",1,"draw, chariot, hair, swift",1,"swift, goat, wild, bird",1,"swift, goat, bird, wild",1,"herd, goat, cattle, wild",1,"herd, goat, cattle, wild",2,"cattle, herd, goat, boar",4,"cattle, goat, sheep, herd"
ἐπιβάλλω,4,lsj,throw; cast upon; throwing on more and more; lay on,15,"throw, cast, sprawling, toss",6,"leap, away, come, send",11,"leap, rouse, tremble, throw",23,"leap, rouse, tremble, throw",46,"throw, dash, fly, headlong",68,"throw, dash, fly, headlong",86,"throw, cast, toss, lay",104,"throw, cast, toss, lay"
ἰσοφαρίζω,4,lsj,"match oneself with, vie with; to be equal to; make equal",189,"equal, alike, make, like equipoise",11,"glad, delight, good, care",23,"mighty, courage, strength, equal",45,"courage, strength, equal, wrought",89,"equal, like, resembling, make",130,"equal, like, resembling, make",172,"equal, like, resembling, make",214,"equal, like, resembling, make"
προβαίνω,4,lsj,"step forward, advance; take a; stride forward; grow",280,"tread, walk, step, foot",2,"double, round, stretch, house",5,"round, double, stretch, curved",8,"round, stretch, curved, bend",19,"turn, straight, tread, roll",27,"turn, straight, tread, walk",36,"tread, walk, roll, step",45,"tread, roll, walk, step"
ἐπουράνιος,4,lsj,heavenly; up to heaven,-1,(outlier),4,"burn, dark, wind, heat",7,"burn, dark, heat, wind",13,"dark, black, white, grey",29,"light, bright, radiant, shine",42,"heaven, cloud, air, sky",57,"heaven, cloud, air, sky",70,"heaven, cloud, air, sky"
τιθήνη,4,lsj,nurse,63,"hired, serve, labourer, servant",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",67,"work, slave, toil, men",99,"work, slave, toil, men",130,"work, toil, labourer, nurse",161,"nurse, giver, helper, aider"
καταπήγνυμι,4,lsj,"stick fast; plant firmly; fix, crystallize; stand fast",184,"hang, lean, fix, plant",3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",11,"tree, plant, wood, grapes",25,"plant, fragrant, grow, mix",36,"plant, grow, bloom, asphodel",50,"plant, asphodel, poppy, branch",60,"plant, asphodel, poppy, branch"
πιστόω,4,lsj,"make trustworthy; bind; to be made trustworthy, give a pledge; warrant",-1,(outlier),12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",48,"swear, oath, reproach, counsel",96,"swear, oath, counsel, pray",144,"swear, oath, pray, pledge",192,"oath, swear, pledge, assent",239,"swear, oath, pledge, assent"
λύθρον,4,lsj,"defilement from blood, gore; the impure blood; blood; venom",78,"blood, red, gore, murderous",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",2,"bronze, axe, spear, pointed",4,"axe, wound, blood, spear",5,"wound, blood, pierce, piercing",6,"blood, red, gore, stained",8,"blood, red, gore, stained"
ἀολλίζω,4,lsj,"gather together; come together, assemble; gather together, heap up",281,"assembly, gather, assemble, lists",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",31,"gather, meet, set, ready",63,"gather, meet, collect, people",91,"gather, meet, collect, assemble",119,"gather, meet, collect, assemble",148,"gather, collect, pick, assemble"
εἰνάτερες,4,lsj,"wives of brothers; of husbands’ brothers, sisters-in-law; Zweiter Bericht; Aus Lydien",108,"law, brother, sister, kinsman",7,"born, son, old, ruler",14,"born, old, wife, marriage",27,"wife, marriage, bride, brother",54,"wife, marriage, bride, brother",79,"wife, marriage, brother, bride",104,"wife, marriage, brother, bride",128,"wife, marriage, brother, bride"
ἄμμορος,4,lsj,"without share of, without lot in; bereft of; free from, without; ill-fated",-1,(outlier),8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",68,"prize, worth, gain, oxen",102,"pay, bought, worth, price",135,"worth, rich, share, costly",168,"worth, share, rich, poor needy"
ἐλεύθερος,4,lsj,free; of freedom; freedom; to freedom,-1,(outlier),8,"gather, eat, set, ask",16,"gather, eat, ask, prize",31,"gather, meet, set, ready",62,"ready, set, build, prepare",90,"set, ready, fit, order",117,"set, ready, fit, order",145,"set, ready, fit, order"
ἀεκαζόμενος,4,agwn,"not disposed or inclined toward: ""an unwilling assistant""",305,"feeble, powerless, force, weak",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",46,"pity, idle, vain, blind",92,"idle, pity, vain, blind",136,"powerless, tolerable, force, endure",180,"powerless, force, endure, feeble",225,"powerless, force, endure, violence"
χυτός,4,lsj,"poured, shed; shed; heaped up; a mound of",95,"pour, drop, drink offering, shed",3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",12,"ashes, corn, barley, scatter",26,"ashes, scatter, dust, sand",37,"ashes, scatter, dust, sand",51,"scatter, sprinkle, disperse, crop",61,"scatter, sprinkle, disperse, crop"
ὄψις,4,lsj,"aspect, appearance; appearance; in appearance; looks",-1,(outlier),11,"glad, delight, good, care",23,"mighty, courage, strength, equal",45,"courage, strength, equal, wrought",90,"fat, firm, smooth, small",132,"fat, firm, smooth, thickness",175,"firm, smooth, solid, easy",218,"sort, easy, appearance, precise"
ἐντροπαλίζομαι,4,lsj,often turning round,290,"round, transfer, sides run, bringing roll",2,"double, round, stretch, house",5,"round, double, stretch, curved",8,"round, stretch, curved, bend",18,"round, whirl, circle, circular",26,"round, whirl, circle, circular",34,"round, whirl, circle, circular",43,"round, whirl, circle, circular"
ἐκσεύομαι,4,lsj,rush out; burst forth from; fled away from; burst out,-1,(outlier),6,"leap, away, come, send",13,"flee, lead, come, send",26,"flee, wander, drive, rush",52,"flee, rush, run, shun",74,"rush, run, chase, pursue",99,"rush, run, chase, pursue",122,"rush, run, chase, pursue"
εὔχαλκος,4,lsj,wrought of fine brass; well-wrought in; pointed with) brass,122,"wrought, work, richly, good",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",2,"bronze, axe, spear, pointed",6,"shaft, oar, rod, bar",7,"shaft, oar, rod, bar",11,"shaft, rod, bar, trumpet",14,"shaft, rod, bar, trumpet"
φρίξ,4,lsj,ruffling; ripple; bristling up; shivering-fit,-1,(outlier),9,"fear, sleep, years, day",18,"fear, hide, fight, shield",37,"laugh, mock, lycia, shudder",73,"laugh, mock, shudder, swell",108,"laugh, mock, shudder, story",143,"laugh, shudder, swell, swollen",179,"laugh, shudder, quivering, siren"
ταναήκης,4,lsj,with long point; edge; tall,260,"broad, gates, wide, feet",2,"double, round, stretch, house",5,"round, double, stretch, curved",9,"thigh, limb, bowels, shoulder",20,"hindmost, farthest, edge, tall",28,"edge, farthest, hindmost, tall",37,"edge, hindmost, threshold, middle",46,"edge, hindmost, threshold, middle"
ἀδεής,4,lsj,"fearless; without anxiety, secure; security; where no fear is",236,"fear, alarm, cower, terror",9,"fear, sleep, years, day",18,"fear, hide, fight, shield",39,"fear, hide, shield, cower",76,"fear, cower, alarm, shrink",113,"fear, shrink, alarm, cower",151,"fear, shrink, alarm, cower",190,"fear, shrink, alarm, cower"
στενωπός,4,lsj,"narrow; narrow a space; narrow passage, strait; mountain-pass, defile",-1,(outlier),5,"pour, sea, wash, stream",9,"pour, wash, wine, water",18,"pour, wine, stream, flow",34,"stream, flow, water, sea",49,"stream, flow, water, sea",64,"stream, flow, water, sea",78,"stream, water, sea, strait"
περονάω,4,lsj,"pierce, transfix; buckle on oneʼs; oneʼs",147,"sharp, piercing, pierce, keen",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",2,"bronze, axe, spear, pointed",4,"axe, wound, blood, spear",5,"wound, blood, pierce, piercing",7,"wound, pierce, piercing, keen",9,"wound, pierce, piercing, keen"
