verb,frequency,frame_hdbscan,frame_label,frame_ward_25,gloss,top_subjects,top_objects
οἰκτείρω,5,-1,(unassigned),16,,Ἀχιλλεύς(2),κάρα(1); γένειον(1)
ἀνύω,5,21,"mix, drink, cup, rule",11,"effect, accomplish; did; good; to forward the work",ναῦς(2); ἔργον(1); φλόξ(1),ὕδωρ(1)
ἀμέλγω,5,-1,(unassigned),3,milk; you drain; of all they have; such up,,ὄις(2); αἴξ(2); ὅσος(1); πᾶς(1); μῆλον1(1)
ὑπέρχομαι,5,36,"bind, luo, turn flight, loosen",8,"come under, get under; come within; enter; come upon, steal over",τρόμος(2),Τρώς(2); γυῖον(2); δῶμα(1); μέλαθρον(1); θάμνος(1)
περιτέλλομαι,5,2,"roar, old, haste, shout",5,come round; came round; go round; rise above the horizon,ἔτος(2); ἐνιαυτός(1),
θέρω,5,15,"eat, devour, kindle, chase",12,"heat, make hot; become hot; warm; warm your self",ναῦς(1); ἄστυ(1),πῦρ(3)
πτύσσω,5,-1,(unassigned),4,"fold, double up; fold up; fold; fold, close",ἔγχος(1),εἷμα(2)
συμφράζομαι,5,-1,(unassigned),22,"join in considering, take counsel with; imparted; contrive; mention at the same time",Νεστορίδης(1); Θέτις(1); θυγάτηρ(1),βουλή(4)
ὑπέχω,5,30,"drive, sway, run, bring brought",17,hold under; put; under; holding out,μάντις(1),ἵππος(1)
κτερίζω,5,17,"slaying, rejoice, eat, flee",14,,Ἀχαιός(2),κτέρεα(2)
ὁμαδέω,5,-1,(unassigned),24,make a noise; din,μνηστήρ(5),
τιτρώσκω,5,-1,(unassigned),9,wound; is wounded; inflict; kill,οἶνος(1),ἀλλήλων(2); ἵππος(1)
κεράω,5,21,"mix, drink, cup, rule",3,make horned; take post on the wing; flank,,οἶνος(5)
μεδέων,5,8,"like, guardian, conceal, heed",3,"guardian, ruler; ruling; ruler; guardian goddess",,δωδώνη(1)
ἀμάω,5,38,"stream, defile, stain, fall",12,reap corn; reaped; cut; mow down,ἔριθος(1),οὖς(1); ῥίς(1); λήιον(1); ὄροφος(1)
ἐνδύω,5,-1,(unassigned),4,go into; put on; wear; assume,,χιτών(5)
ὁρμίζω,5,-1,(unassigned),2,"bring to a safe anchorage, bring into harbour, moor, anchor; moored; bring; safe",,ναῦς(1)
κατεσθίω,5,15,"eat, devour, kindle, chase",13,"eat up, devour; corrode; to be gnawed; bite",κύων(1),
συνελαύνω,5,22,"succour, face, hide cover, assembly",20,drive together; drove; together; hammer together,θεός(1),ληίς(1); πῶυ(1); συβόσιον(1); αἰπόλιον(1); ἵππος(1)
ὑπάγω,5,30,"drive, sway, run, bring brought",18,lead; bring under; brought; under,Ζεύς(1); Αὐτομέδων(1),ζυγόν(3); ἵππος(3); ἡμίονος(1); Ἕκτωρ(1); Ξάνθος(1)
ἐπιστέφω,5,21,"mix, drink, cup, rule",11,filled; to be full; covered with; pour,κοῦρος(4),κρατήρ(5); ποτός(5)
στεφανόω,5,2,"roar, old, haste, shout",5,to be put round in a circle; as a rim; border; to be put round,πόντος(1); Γοργώ(1); νέφος(1); οὐρανός(1); φόβος(1),
ἐπιπωλέομαι,5,-1,(unassigned),9,"go about, go through; inspecting; reconnoitring; visit",,στίξ(5)
ἐνίσσω,5,10,"admit, riot, send away, dismiss",2,"attack, reproach; maltreal",,θυγάτηρ(1); υἱός(1)
κάμπτω,5,7,"wash, fenced, arrow, count",9,"kaṁp-as; kuṁp-as; campus; bend, curve",,γόνυ(3); χείρ(1); γλωχίν(1); ἴτυς(1); δίφρος(1)
ἐνόρνυμι,5,-1,(unassigned),9,"arouse, stir up in; arise in; among",γέλως(2),θεός(2); φύζα(2); γόος(1)
ἕπω1,5,7,"wash, fenced, arrow, count",3,"to be about, busy oneself with; sapati; saparyati; sepelio",,τεῦχος(1); ἀσπίς(1); θώραξ(1)
παίζω,5,29,"taught, weave, send forward, set",22,"play like a child, sport; dance; play; dance and sing",νύμφη(1); κόρη(1),σφαῖρα(1)
πορφύρω,5,4,"amazed, astonished, look, whirl swing",8,"heaves, surges, swirls; gently heaving; was; troubled",καρδία(4); πέλαγος(1),
ὠμοθετέω,5,-1,(unassigned),22,place the raw pieces; sacrifice; raw; shoulder,συβώτης(1),
κτεατίζω,5,-1,(unassigned),21,"gain, win; get for oneself, acquire",Λαέρτης(1),πολύς(3)
κέλλω,5,-1,(unassigned),2,"drive on; run; to land, put; to shore",,ναῦς(4)
μέλπω,5,24,"shut close, beckon, opened, sing",23,celebrate with song and dance; sing; let; sound,ἀοιδός(2); Δημόδοκος(1),Ἑκάεργος(1); Ἄρης(1)
τίλλω,5,-1,(unassigned),12,pluck; pull out; pluck out oneʼs; from which,μήτηρ(2); ἄλοχος(1),χαίτη(1); πέλεια(1); κόμη(1)
μετοίχομαι,5,-1,(unassigned),21,"go after, go in quest of; rush upon, pursue; go among; through",κῆρυξ(1),ἀοιδός(1); Ἄβας(1); Πολύειδος(1); υἱός(1)
ἀνοίγνυμι,5,-1,(unassigned),4,open; they tried to put back; so as to open; took off,θεός(1); τρεῖς(1),θύρα(1); πῶμα(1); ἐπίθημα(1); κλείς(1)
στείνω,5,33,"work, strait, pour, stand",12,"make strait, straiten, confine, crowd; to become strait, be narrowed; to be straitened for room; to be",θύρετρα(1); σηκός(1); λαός(1),ἀρνός(1); ἔριφος(1); λάχνος(1)
ὀνειδίζω,5,9,"reproach, fear, awe, sense",2,"cast in; teeth, make a reproach; make a reproach; to be made a reproach",,γαστήρ(1); Ἀγαμέμνων(1); ἀλκή(1)
ἀπέρχομαι,5,30,"drive, sway, run, bring brought",18,"go away, depart from; cease from; departure from; and arrival at",Ἀντίλοχος(1),πάτρη(2); οἶκος(1); πάτρα(1)
καγχαλάω,5,17,"slaying, rejoice, eat, flee",7,"rejoice, exult; rejoice",Ἀχαιός(1),
ἐπιγράφω,5,-1,(unassigned),9,,Κτήσιππος(1); ὀιστός(1),χρώς(2); Εὔμαιος(1); ὦμος(1); ταρσός(1)
ἐπιδίδωμι,5,10,"admit, riot, send away, dismiss",2,give besides; administer; give afterwards; give in dowry,,ὅσος(2); θυγάτηρ(2); θεός(1)
ἀπόμνυμι,5,25,"swear, accuse, oath, say",22,take an oath away from; swear that one will not do; deny on oath; swear to,γραῦς(1),ὅρκος(2)
ἀμφιπολεύω,5,9,"reproach, fear, awe, sense",3,"serve as an attendant, tend, care for; serve, have the care of; hold the; office of",,βίος(2); ὄρχατος(2)
κοναβέω,5,1,"ring, rattle, tears, gnash",5,"resound, clash, ring; re-echo",ναῦς(2); δῶμα(1); πήληξ(1); κνημίς(1),
βρυχάομαι,5,2,"roar, old, haste, shout",5,"roar, bellow; death-cry; wail; the roaring of waves",κῦμα(2); πέτρα(1),
στηρίζω,5,26,"fulfil, spin, perform, accomplish",20,"make fast, prop, fix; sets; set; fast",Κρονίων(1); κακός(1),κακός(1); οὐρανός(1); κάρα(1)
προτιόσσομαι,5,4,"amazed, astonished, look, whirl swing",8,look at; upon; forebode; I divine,θυμός(1); καρδία(1),θάνατος(1); ὄλεθρος(1)
κτάομαι,5,-1,(unassigned),22,"procure for oneself, get, acquire; win; to get oneʼs; bring upon oneself",συβώτης(1),ἄκοιτις(1)
τρωπάω,5,-1,(unassigned),2,"turn, change; turn oneself, turn about",,φόβος(1)
ξέω,5,-1,(unassigned),3,shave; plane; carve; shape by carving,,λέχος(1); χείρ(1)
ἔχθω,5,11,"pray, incur, need, born",22,hate,χλαῖνα(1); ῥῆγος(1); γονή(1),θεός(2); Ἀθήνη(1)
δηθύνω,5,5,"leap, sal, assemble, went",7,"tarry, delay; to be prolonged; to be slow",Πάρις(1),
ἀποπλέω,5,-1,(unassigned),14,"sail away, sail off",ναῦς(2); Ἀργεῖος(1),γαῖα(1)
γεύω,5,7,"wash, fenced, arrow, count",3,"give a taste; taste; they had tasted, eaten of; take food",,προίξ(1); χείρ(1); ὀιστός(1); ἀλλήλων(1); ἀκωκή(1)
ἐπιάχω,5,-1,(unassigned),7,"shout out, shout applause; shout",ἀνήρ(2); υἱός(2); Ἀργεῖος(1),
βουκολέω,5,-1,(unassigned),16,tend cattle; graze; range through the sky; graze on,ἵππος(1),βοῦς(1)
πημαίνω,5,-1,(unassigned),9,"plunge into ruin, undo; grieve, distress; damage; do harm",Ποσειδεών(1); ὁπότερος(1),Τρώς(1); Ἕκτωρ(1); ὅρκιον(1)
διαλέγω,5,4,"amazed, astonished, look, whirl swing",6,"pick out; glean; select, separate; examine, check",θυμός(5),
ἀποστείχω,5,6,"fail, tears, meal, flow",7,"go away, go home",δῖος(1),
ἠμύω,5,-1,(unassigned),12,"bow down, sink; totter, fall; fall, perish; cause to fall, ruin",πόλις(2),κάρα(2); ἄσταχυς(1)
σίνομαι,5,-1,(unassigned),2,"harm, hurt, do; harm; mischief; used to plunder",,ἑταῖρος(1); ἀνήρ(1)
βομβέω,5,2,"roar, old, haste, shout",5,make a booming noise; fell with a loud noise; flew humming; roar,πᾶς(1); πρόχοος(1); λίθος(1); τρυφάλεια(1); αἰχμή(1),
ἐπιβρίθω,5,2,"roar, old, haste, shout",5,,ὄμβρος(2); ὥρα(1); πόλεμος(1),
