lemma,gloss,best_category,best_pos,best_neg,assigned,entry_len,pos_kinship_family,pos_marriage,pos_friendship_affection,pos_hostility_enmity,pos_hospitality_xenia,pos_erotic_pederasty,pos_rank_kingship_rule,pos_military_rank,pos_servitude_slavery,pos_messenger_herald_envoy,pos_civic_community
κερᾰός,horned; made of horn; cervus.,erotic_pederasty,0.216,0.241,False,246,0.21,0.095,0.205,0.195,0.109,0.216,0.151,0.139,0.123,0.184,0.176
κεράρχης,commander of a; commander of thirty-two elephants,military_rank,0.543,0.33,True,132,0.072,0.16,0.106,0.172,0.114,0.192,0.307,0.543,0.267,0.262,0.11
κέρᾰς,Aër.; the horn of an animal; horns; tusks; antennae; grub; horn; the horn; anything made of horn; bow; horn for blowing; the Phrygian flute; drinking-horn; cornucopiae; horn guard; cover; fishing-line of ox-hair; bait; clyster-pipe; horn points; arm; branch; Horn’; bay; wing; flank; column; corps of; men; contingent of thirty-two chariots; sailyard; mountainpeak; spur; extremities; bridge,military_rank,0.421,0.375,False,5426,0.191,0.256,0.241,0.256,0.253,0.275,0.235,0.421,0.246,0.253,0.338
κεράς,mixed,civic_community,0.236,0.188,False,78,0.169,0.211,0.213,0.164,0.128,0.158,0.119,0.122,0.127,0.06,0.236
κερασβόλος,"struck by a horn; that does not soften in boiling; stubborn, inflexible",hostility_enmity,0.33,0.346,False,214,0.124,0.132,0.244,0.33,0.146,0.191,0.156,0.149,0.12,0.203,0.093
κερᾰσ-έα,cherry-tree; cherry-coloured dye,kinship_family,0.157,0.363,False,131,0.157,0.094,0.076,0.048,0.12,0.127,0.023,0.053,0.055,-0.014,0.099
κερᾰσ-ιον,"fruit of the; cherry; cherrytree, GP.",military_rank,0.187,0.456,False,133,0.174,0.129,0.166,0.16,0.169,0.177,0.124,0.187,0.113,0.054,0.11
κέρασμα,mixture; drink poured out; mixed disease,civic_community,0.189,0.427,False,241,0.146,0.133,0.17,0.166,0.167,0.131,0.053,0.169,0.162,0.083,0.189
κερᾰσός,"bird-cherry, Prunus avium; karšu.",kinship_family,0.19,0.369,False,141,0.19,0.135,0.148,0.126,0.148,0.154,0.114,0.153,0.112,0.075,0.144
κεράστης,"horned; horned serpent; asp, Cerastes cornutus; pest which destroys fig-trees",rank_kingship_rule,0.243,0.327,False,458,0.232,0.137,0.126,0.237,0.096,0.197,0.243,0.195,0.235,0.158,0.198
κερασ-τής,one that mixes,hospitality_xenia,0.159,0.266,False,76,0.097,0.146,0.099,0.078,0.159,0.103,-0.005,0.113,0.099,0.044,0.078
κερασ-τικῶς,for mixing,marriage,0.24,0.363,False,58,0.147,0.24,0.175,0.134,0.198,0.128,0.049,0.142,0.095,0.068,0.096
κερασ-τός,"mixed, mingled",civic_community,0.301,0.321,False,55,0.193,0.278,0.249,0.244,0.218,0.178,0.172,0.2,0.142,0.173,0.301
κερασφορ-έω,have horns,hostility_enmity,0.193,0.256,False,56,0.12,0.167,0.162,0.193,0.123,0.125,0.172,0.17,0.083,0.188,0.105
κερασφόρος,horned; horned animals; cuckold,erotic_pederasty,0.325,0.466,False,325,0.266,0.306,0.21,0.22,0.172,0.325,0.211,0.162,0.142,0.178,0.146
κεράσχειλος,with curved lips,friendship_affection,0.192,0.183,False,52,0.06,0.107,0.192,0.132,0.056,0.172,0.144,0.052,0.053,0.154,0.05
κερᾱτ-άρχης,commander of a body of thirty-two elephants,military_rank,0.328,0.22,False,120,0.087,0.148,0.132,0.112,0.068,0.146,0.25,0.328,0.189,0.3,0.046
κερατία,fruit of the carob-tree,kinship_family,0.121,0.484,False,182,0.121,0.04,0.1,0.06,0.05,0.119,0.022,0.085,0.023,0.091,0.06
κερᾱτ-ίας,comet,hospitality_xenia,0.195,0.146,False,106,0.123,0.093,0.102,0.126,0.195,0.091,0.073,0.025,0.027,0.159,0.098
κερᾱτ-ίζω,butt with horns; gore,erotic_pederasty,0.212,0.249,False,156,0.153,0.165,0.191,0.207,0.137,0.212,0.173,0.167,0.145,0.202,0.142
κερᾱτ-ίνης,the fallacy called the Horns,hostility_enmity,0.275,0.215,False,231,0.112,0.144,0.063,0.275,0.011,0.131,0.162,0.109,0.102,0.095,0.047
κερᾱτ-ῐνος,made of horn,erotic_pederasty,0.216,0.213,False,226,0.107,0.07,0.165,0.091,0.091,0.216,0.072,0.1,0.087,0.184,0.108
κερᾱτ-ιον,"small horn; antennae; curved ends; fife; clarionet; carat; of a pound; Mens.* 60.21, Just. *Nou.* 32.1; = Lat.",messenger_herald_envoy,0.24,0.434,False,619,0.165,0.176,0.172,0.163,0.182,0.179,0.136,0.203,0.135,0.24,0.156
κερᾱτ-ισις,butting with horns; impact,erotic_pederasty,0.233,0.247,False,125,0.134,0.136,0.165,0.21,0.124,0.233,0.16,0.154,0.128,0.207,0.167
κερᾱτ-ισμός,loss on exchange of solidi for,friendship_affection,0.098,0.126,False,119,0.03,0.054,0.098,0.035,0.046,0.047,-0.031,0.03,0.071,0.061,-0.073
κερᾱτ-ιστής,one that butts,erotic_pederasty,0.197,0.223,False,67,0.148,0.092,0.153,0.123,0.149,0.197,0.107,0.121,0.129,0.13,0.129
κερᾱτ-ῖτις,"horned; horned poppy, Glaucium flavum",kinship_family,0.21,0.367,False,133,0.21,0.096,0.126,0.195,0.096,0.193,0.125,0.139,0.042,0.193,0.145
κερᾱτο-γλύφος,working in horn,messenger_herald_envoy,0.208,0.189,False,81,0.026,0.109,0.071,0.05,0.148,0.103,0.076,0.148,0.166,0.208,0.131
κερᾱτο-ειδής,like horn; external coat of the eye; cornea; sclera; hornshaped; sounding like a horn,erotic_pederasty,0.276,0.308,False,389,0.144,0.205,0.195,0.197,0.157,0.276,0.139,0.142,0.163,0.229,0.17
κερᾱτο-ποιέω,make horn-shaped,messenger_herald_envoy,0.193,0.22,False,58,-0.036,0.032,0.027,0.011,0.073,0.135,-0.015,-0.011,-0.022,0.193,0.007
κερᾱτό-πους,"hornfooted, hoofed",erotic_pederasty,0.248,0.283,False,78,0.123,0.177,0.181,0.159,0.222,0.248,0.091,0.168,0.214,0.165,0.1
κερᾱτο-φάγος,eating horn,erotic_pederasty,0.271,0.36,False,62,0.046,0.12,0.133,0.108,0.186,0.271,0.064,0.072,0.092,0.129,0.046
κερᾱτο-φῠέω,grow horns,rank_kingship_rule,0.152,0.259,False,68,0.09,0.096,0.09,0.143,0.068,0.095,0.152,0.127,0.067,0.096,0.092
κερᾱτο-φῠής,"growing horns, horned",kinship_family,0.193,0.233,False,77,0.193,0.118,0.124,0.183,0.062,0.144,0.176,0.141,0.073,0.159,0.084
κερᾱτό-φωνος,sounding with the horn,erotic_pederasty,0.204,0.251,False,102,0.04,0.089,0.157,0.115,0.14,0.204,0.077,0.155,0.061,0.177,0.023
κερᾱτ-όω,harden into horn,erotic_pederasty,0.138,0.141,False,55,0.015,0.027,0.087,0.081,0.071,0.138,0.061,0.106,0.095,0.086,0.031
κερᾱτ-ώδης,like antlers; horned,messenger_herald_envoy,0.213,0.28,False,191,0.21,0.145,0.168,0.209,0.098,0.193,0.143,0.151,0.103,0.213,0.145
κερᾱτ-ών,made of horns,messenger_herald_envoy,0.19,0.213,False,195,0.145,0.074,0.189,0.169,0.056,0.172,0.124,0.12,0.076,0.19,0.12
κερατωνία,"carob-tree, Ceratonia Siliqua",kinship_family,0.142,0.334,False,106,0.142,0.03,0.036,0.009,-0.013,0.073,-0.03,-0.039,-0.015,0.059,0.105
κερᾰτῶπις,horned-looking,erotic_pederasty,0.223,0.22,False,63,0.211,0.067,0.203,0.177,0.081,0.223,0.079,0.099,0.033,0.184,0.132
κεραύλ-ης,horn-blower,messenger_herald_envoy,0.197,0.208,False,71,0.064,0.143,0.088,0.084,0.14,0.196,0.059,0.136,0.054,0.197,0.096
κεραυλ-ία,horn-blowing,erotic_pederasty,0.208,0.198,False,58,0.06,0.149,0.138,0.121,0.16,0.208,0.054,0.152,0.061,0.178,0.053
κεραύν-ειος,wielding the thunder,messenger_herald_envoy,0.245,0.35,False,74,0.111,0.219,0.162,0.203,0.111,0.166,0.193,0.235,0.128,0.245,0.044
κεραυν-ίας,thunder-stricken,hostility_enmity,0.225,0.377,False,53,0.141,0.151,0.16,0.225,0.109,0.166,0.106,0.104,0.077,0.15,0.059
κεραύν-ιον,"truffle, Tuber aestivum; critical mark to indicate corrupt passages",hostility_enmity,0.121,0.25,False,299,0.046,0.016,0.033,0.121,-0.001,0.044,0.041,0.094,0.082,0.111,-0.003
κεραύν-ιος,of a thunderbolt; by the thunderbolt; heliotrope; thundersmitten; thunder-splitten peaks; bandage,servitude_slavery,0.263,0.537,False,706,0.186,0.222,0.179,0.2,0.102,0.151,0.138,0.231,0.263,0.245,0.091
κεραυνό-βλητος,struck by lightning,hostility_enmity,0.172,0.299,False,131,0.117,0.137,0.143,0.172,0.08,0.159,0.093,0.16,0.13,0.124,0.137
κεραυνοβολ-έω,hurl the thunderbolt; strike therewith,servitude_slavery,0.181,0.227,False,177,0.099,0.145,0.105,0.155,0.075,0.125,0.127,0.167,0.181,0.149,0.092
κεραυνοβολ-ία,thunder-storm,military_rank,0.207,0.277,False,82,0.098,0.159,0.137,0.185,0.062,0.136,0.101,0.207,0.057,0.146,0.091
κεραυνοβόλ-ιον,thunderbolt,servitude_slavery,0.145,0.202,False,58,0.075,0.126,0.106,0.108,0.08,0.126,0.102,0.094,0.145,0.122,0.051
κεραυνόβολ-ος,hurling the thunder; thundersmiting; Legio XII Fulminata; thunder-stricken,hostility_enmity,0.232,0.377,False,378,0.199,0.229,0.16,0.232,0.144,0.166,0.12,0.156,0.117,0.201,0.132
κεραυνο-βρόντης,thunderer,messenger_herald_envoy,0.185,0.207,False,72,0.149,0.172,0.176,0.172,0.102,0.137,0.114,0.147,0.122,0.185,0.068
κεραυνο-κλόνος,causing the din of the thunderbolt,messenger_herald_envoy,0.136,0.103,False,83,0.029,0.073,0.045,0.117,0.08,0.071,0.036,0.057,0.087,0.136,0.017
κεραυνο-μάχης,fighting with thunder,hostility_enmity,0.284,0.356,False,90,0.125,0.174,0.156,0.284,0.051,0.176,0.153,0.275,0.09,0.135,0.067
κεραυνο-πλήξ,thundersmitten,messenger_herald_envoy,0.245,0.192,False,64,0.139,0.222,0.152,0.2,0.102,0.151,0.103,0.107,0.09,0.245,0.091
κεραυνό-πλους,armed with the thunderbolt,messenger_herald_envoy,0.25,0.226,False,125,0.048,0.138,0.125,0.176,0.074,0.124,0.164,0.243,0.231,0.25,0.048
κεραυνο-ποιός,causing thunderbolts,servitude_slavery,0.107,0.09,False,67,0.034,0.045,0.031,0.071,0.012,0.071,0.071,0.053,0.107,0.105,0.016
κεραυνός,thunderbolt; thunderbolts; thunder and lightning; a thunderbolt,hostility_enmity,0.23,0.341,False,1188,0.157,0.211,0.209,0.23,0.1,0.217,0.16,0.183,0.167,0.22,0.118
κεραυνοσκοπ-εῖον,machine for making thunder,messenger_herald_envoy,0.178,0.236,False,91,0.08,0.056,0.03,0.001,0.114,0.039,0.012,0.047,0.06,0.178,-0.008
κεραυνοσκοπ-ία,divination by thunder and lightning,marriage,0.216,0.281,False,77,0.113,0.216,0.156,0.145,0.044,0.145,0.106,0.149,0.073,0.192,0.03
κεραυνοῦχος,wielding the thunder,messenger_herald_envoy,0.245,0.35,False,79,0.111,0.219,0.162,0.203,0.111,0.166,0.193,0.235,0.128,0.245,0.044
κεραυνο-φᾰής,flashing like lightning,messenger_herald_envoy,0.149,0.191,False,72,0.079,-0.01,0.086,0.042,0.044,0.123,0.044,0.099,0.017,0.149,0.043
κεραυνο-φόρος,wielding the thunderbolt; Legio XII Fulminata,servitude_slavery,0.234,0.292,False,217,0.199,0.177,0.104,0.174,0.125,0.156,0.19,0.229,0.234,0.218,0.132
κεραυν-όω,strike with thunderbolts,messenger_herald_envoy,0.182,0.195,False,223,0.044,0.089,0.017,0.117,0.01,0.076,0.046,0.156,0.139,0.182,0.01
κεραύν-ωσις,striking with thunder,hostility_enmity,0.219,0.313,False,112,0.092,0.186,0.117,0.219,0.077,0.167,0.101,0.204,0.124,0.193,0.068
κεράω,make horned; take post on the wing; flank,military_rank,0.347,0.209,False,132,0.12,0.112,0.091,0.232,0.125,0.122,0.107,0.347,0.128,0.22,0.082
κερᾰώδης,horned,kinship_family,0.21,0.239,False,107,0.21,0.093,0.126,0.195,0.096,0.193,0.125,0.139,0.042,0.151,0.145
κερᾰώψ,horned looking,kinship_family,0.213,0.213,False,69,0.213,0.068,0.206,0.172,0.107,0.205,0.073,0.077,0.027,0.17,0.112
Κερβεροκίνδῡνος,full of Cerberus-dangers,hostility_enmity,0.097,0.268,False,68,0.053,0.047,0.0,0.097,-0.049,0.093,0.045,0.024,0.025,-0.001,-0.022
Κέρβερος,Cerberus,erotic_pederasty,0.223,0.207,False,118,0.139,0.187,0.109,0.148,0.093,0.223,0.172,0.131,0.163,0.128,0.146
κερδ-αίνω,"gain, derive profit; advantage; make; gains; shall I gain; gain by; win; receive; shall gain; make profit, gain advantage; traffic, make merchandise; reap; save; spare oneself, avoid",messenger_herald_envoy,0.276,0.406,False,1950,0.148,0.171,0.257,0.266,0.228,0.251,0.188,0.217,0.266,0.276,0.164
κερδ-ᾰλέος,"crafty, cunning; the wily one, the fox; profitable; to oneʼs advantage",friendship_affection,0.326,0.392,False,606,0.193,0.206,0.326,0.266,0.237,0.248,0.224,0.196,0.256,0.259,0.149
κερδ-ᾰλεόφρων,greedy of gain; crafty,friendship_affection,0.318,0.436,False,102,0.198,0.194,0.318,0.257,0.262,0.244,0.211,0.173,0.22,0.255,0.186
κερδ-αντέος,to be used profitably,friendship_affection,0.282,0.348,False,78,0.093,0.168,0.282,0.131,0.219,0.173,0.14,0.166,0.194,0.137,0.132
κερδ-αντός,that ought to be gained; fair gains,friendship_affection,0.183,0.238,False,126,0.087,0.133,0.183,0.159,0.082,0.142,0.093,0.078,0.142,0.107,0.064
κερδέμπορος,presiding over gain in traffic,messenger_herald_envoy,0.267,0.215,False,83,0.124,0.167,0.101,0.116,0.222,0.112,0.211,0.144,0.145,0.267,0.128
κερδ-ητικός,greedy of gain,hostility_enmity,0.257,0.436,False,53,0.198,0.13,0.206,0.257,0.111,0.189,0.211,0.106,0.171,0.1,0.07
κερδ-ία,greed of gain,hostility_enmity,0.337,0.586,False,43,0.199,0.12,0.216,0.337,0.122,0.174,0.277,0.095,0.199,0.086,0.121
κερδ-ίζω,gain,friendship_affection,0.207,0.264,False,50,0.144,0.103,0.207,0.174,0.149,0.196,0.15,0.117,0.099,0.076,0.072
κερδ-ίων,more profitable; most cunning; crafty; most profitable,friendship_affection,0.318,0.323,False,525,0.159,0.206,0.318,0.314,0.262,0.244,0.256,0.227,0.22,0.255,0.186
κερδογᾰμέω,marry for gain,marriage,0.462,0.291,False,56,0.239,0.462,0.216,0.121,0.128,0.298,0.12,-0.002,0.156,0.038,0.007
κέρδος,"gain, profit; some advantage; best; gains, profits; desire of gain; you of whom; make gain; cunning arts, wiles; mischief; cerd; cerdd",erotic_pederasty,0.366,0.581,False,1824,0.189,0.195,0.296,0.291,0.266,0.366,0.212,0.206,0.202,0.2,0.157
κερδοσύνη,"cunning, craft; cunningly",friendship_affection,0.283,0.341,False,166,0.131,0.171,0.283,0.254,0.203,0.21,0.207,0.237,0.248,0.276,0.117
κερδοφόρος,bringing gain,friendship_affection,0.229,0.265,False,55,0.146,0.114,0.229,0.159,0.182,0.171,0.137,0.104,0.125,0.106,0.094
κερδώ,the wily one; thief; the fox; weasel,servitude_slavery,0.263,0.346,False,230,0.207,0.156,0.186,0.245,0.173,0.169,0.194,0.178,0.263,0.189,0.186
κερδῷος,"bringing gain; fox-like, wily",friendship_affection,0.229,0.265,False,217,0.146,0.114,0.229,0.159,0.182,0.171,0.137,0.116,0.125,0.106,0.094
κερεαλκής,stout in the horns,military_rank,0.192,0.239,False,112,0.133,0.108,0.132,0.168,0.141,0.153,0.163,0.192,0.115,0.138,0.062
κέρεβρον,cerebrum,rank_kingship_rule,0.174,0.177,False,72,0.109,0.147,0.115,0.151,0.09,0.083,0.174,0.105,0.1,0.072,0.167
κερέϊνος,horned,kinship_family,0.21,0.239,False,137,0.21,0.093,0.126,0.195,0.096,0.193,0.125,0.139,0.042,0.151,0.145
κέρθιος,"tree-creeper, Certhia familiaris",kinship_family,0.15,0.268,False,98,0.15,0.041,0.043,0.038,0.044,0.107,0.026,-0.031,0.06,0.15,0.056
κερκέτης,weight used to steady a ship under sail,messenger_herald_envoy,0.202,0.275,False,95,0.042,0.078,0.145,0.009,0.047,0.086,0.036,0.056,0.129,0.202,-0.06
κερκήδης,querquedula,kinship_family,0.153,0.145,False,49,0.153,0.098,0.103,0.134,0.125,0.138,0.114,0.05,0.138,0.062,0.149
κέρκηρις,bird; querquedula cerceris,erotic_pederasty,0.319,0.545,False,158,0.199,0.192,0.179,0.173,0.207,0.319,0.224,0.148,0.233,0.171,0.156
κερκῐδ-ιαῖον,wedge-shaped block,messenger_herald_envoy,0.16,0.163,False,68,0.034,0.048,-0.002,0.051,0.024,0.044,-0.009,0.002,0.055,0.16,0.043
κερκῐδοποιική,the art of the shuttle-maker,messenger_herald_envoy,0.212,0.224,False,93,0.08,0.096,0.094,0.068,0.125,0.128,0.128,0.143,0.187,0.212,0.103
κερκίζω,separate the web with the,hospitality_xenia,0.125,0.195,False,138,0.045,0.081,0.02,0.033,0.125,0.102,0.051,0.075,0.06,0.11,0.082
κερκίς,"weaverʼs shuttle; any taper rod, of wood, ivory; peg, pin; hair-pin; comb; measuringrod; gnomon; great bone of the leg, tibia; radius of the arm; organ; rod; dowel; ploughs; wedge-shaped division of the seats in the theatre; tympanum; half-tympanum; aspen, Populus tremula; Judas tree, Cercis Siliquastrum; white bryony, Bryonia cretica; pine-cone; bird",messenger_herald_envoy,0.267,0.694,False,1602,0.204,0.236,0.209,0.173,0.236,0.227,0.173,0.183,0.199,0.267,0.205
κέρκ-ῐσις,plying the; weaving,messenger_herald_envoy,0.267,0.284,False,81,0.151,0.198,0.199,0.169,0.152,0.22,0.165,0.159,0.192,0.267,0.086
κερκ-ιστική,art of weaving,messenger_herald_envoy,0.253,0.226,False,71,0.121,0.219,0.13,0.117,0.052,0.103,0.073,0.114,0.177,0.253,0.069
κέρκ-ιστρα,cost of weaving,messenger_herald_envoy,0.162,0.069,False,75,0.008,0.138,0.015,-0.006,-0.054,-0.005,-0.076,-0.042,0.059,0.162,-0.056
κερκ-ῖτις,olive; radius,civic_community,0.171,0.296,False,91,0.141,0.155,0.129,0.137,0.156,0.154,0.1,0.125,0.05,0.081,0.171
κερκίων,"an Indian talking bird; talking myna, Gracula religiosa",civic_community,0.23,0.411,False,106,0.181,0.212,0.135,0.217,0.172,0.128,0.137,0.132,0.098,0.131,0.23
κερκο-πίθηκος,long-tailed ape,kinship_family,0.166,0.26,False,86,0.166,0.006,0.042,0.044,0.049,0.04,0.054,0.071,0.077,0.099,0.048
κερκορῶνος,Indian bird,civic_community,0.224,0.43,False,82,0.197,0.147,0.098,0.07,0.141,0.13,0.04,0.008,0.089,0.173,0.224
κέρκος,tail; scut; membrum virile; handle; small animal that injures the vine; tongue,messenger_herald_envoy,0.296,0.401,False,637,0.194,0.194,0.252,0.185,0.179,0.248,0.179,0.231,0.27,0.296,0.118
κερκουρ-ίτης,sailor belonging to a,military_rank,0.347,0.222,False,96,0.183,0.232,0.261,0.135,0.245,0.21,0.14,0.347,0.234,0.311,0.268
κέρκουρ-ος,"light vessel, boat; sea-fish; cercurus, cercyrus",messenger_herald_envoy,0.283,0.442,False,421,0.16,0.179,0.154,0.174,0.171,0.163,0.199,0.163,0.174,0.283,0.145
κερκοφόρος,having a tail,messenger_herald_envoy,0.262,0.224,False,73,0.18,0.126,0.241,0.155,0.144,0.16,0.127,0.103,0.072,0.262,0.037
Κέρκῡρα,BMus.Cat.Coins Thessaly,messenger_herald_envoy,0.16,0.265,False,246,0.144,0.109,0.146,0.103,0.073,0.095,0.091,0.085,0.11,0.16,0.127
κερκώπη,cicada,civic_community,0.18,0.237,False,133,0.095,0.098,0.108,0.119,0.105,0.17,0.086,0.061,0.056,0.041,0.18
κερκωπία,trickiness,friendship_affection,0.264,0.255,False,47,0.07,0.152,0.264,0.187,0.25,0.142,0.113,0.027,0.025,0.083,0.047
κερκωπίζω,play the ape,hospitality_xenia,0.168,0.161,False,66,0.1,0.039,0.109,0.086,0.168,0.08,0.042,0.108,0.146,-0.012,0.033
κέρκωσις,growth on the os uteri; appearance of a tail,messenger_herald_envoy,0.252,0.215,False,152,0.154,-0.028,0.098,0.109,0.041,0.064,0.22,0.124,0.085,0.252,0.11
Κέρκωψ,man-monkey; knave; Knavesmarket; long-tailed ape,military_rank,0.223,0.26,False,489,0.166,0.125,0.166,0.121,0.119,0.142,0.129,0.223,0.184,0.099,0.15
κέρμα,fragment; coin; cash; Cat.Cod. Astr.,friendship_affection,0.262,0.539,False,657,0.192,0.216,0.262,0.11,0.189,0.187,0.164,0.147,0.166,0.177,0.203
κερμᾰτ-ίζω,"cut into pieces, chop up; coin into money; changeinto smaller coin; a",military_rank,0.262,0.472,False,364,0.131,0.21,0.167,0.139,0.185,0.185,0.108,0.262,0.15,0.183,0.202
κερμᾰτ-ιον,cash,friendship_affection,0.262,0.353,False,208,0.192,0.216,0.262,0.11,0.189,0.187,0.164,0.124,0.166,0.091,0.203
κερμᾰτ-ισμός,breaking up small,friendship_affection,0.204,0.114,False,80,0.132,0.093,0.204,0.127,0.083,0.135,0.082,-0.001,0.01,0.03,0.013
κερμᾰτ-ιστής,money-changer,friendship_affection,0.184,0.359,False,59,0.133,0.168,0.184,0.103,0.137,0.146,0.079,0.072,0.168,0.095,0.097
κέρνα·,transverse processes of the vertebrae,kinship_family,0.192,0.151,False,157,0.192,-0.03,0.042,0.048,0.003,0.039,0.079,0.022,0.101,0.097,-0.087
κέρνας,priest who carries the,messenger_herald_envoy,0.338,0.331,False,81,0.184,0.267,0.181,0.094,0.158,0.212,0.212,0.209,0.316,0.338,0.165
κέρνος,earthen dish with small pots affixed for miscellaneous offerings,hospitality_xenia,0.325,0.187,False,266,0.054,0.165,0.151,0.045,0.325,0.183,0.003,0.009,0.13,0.155,0.069
κερνο-φορέω,carry the,messenger_herald_envoy,0.35,0.243,False,63,0.112,0.222,0.122,0.112,0.102,0.169,0.178,0.207,0.127,0.35,0.061
κερνο-φόρος,priest; priestess who bears it,servitude_slavery,0.338,0.239,False,162,0.158,0.245,0.156,0.151,0.251,0.256,0.255,0.186,0.338,0.228,0.252
κερο-βάτης,"horn-footed, hoofed; he that goes with horns; the horned god; he that walks the mountain-peaks",erotic_pederasty,0.242,0.313,False,244,0.197,0.15,0.222,0.197,0.222,0.242,0.212,0.175,0.164,0.207,0.128
