lemma,urn,category,method,pos_score,neg_score,margin,entry_len,gloss
ἀθρήματα,urn:cite2:hmt:lsj.chicago_md:n2048,marriage,seed,0.49,0.255,0.235,46,wedding-gifts
ἕδνον,urn:cite2:hmt:lsj.chicago_md:n30692,marriage,seed,0.49,0.379,0.11,768,bride-price; wedding-gifts; portion; by those of her own household; wedding-presents; by their guests.; gift
κᾰκονύμφ-ιον,urn:cite2:hmt:lsj.chicago_md:n52274,marriage,seed,0.489,0.39,0.098,74,of an evil bride
ἀρτι-ζῠγία,urn:cite2:hmt:lsj.chicago_md:n15650,marriage,seed,0.488,0.23,0.257,100,recent union; newly married
νεό-νυμφος,urn:cite2:hmt:lsj.chicago_md:n70318,marriage,seed,0.488,0.23,0.257,187,newly married
πρωτό-ζευκτος,urn:cite2:hmt:lsj.chicago_md:n90968,marriage,seed,0.488,0.23,0.257,54,newly married
συναρμόζω,urn:cite2:hmt:lsj.chicago_md:n99507,marriage,seed,0.488,0.406,0.082,2159,"fit together; close; Aër.; to be joined in wedlock; put together; combination in act; thought; compound; adapt; conform; agree together; join together, unite; join in wedlock; adapt oneself"
συναρίθμοξα,urn:cite2:hmt:lsj.chicago_md:n99508,marriage,seed,0.488,0.406,0.082,2106,"fit together; close; Aër.; to be joined in wedlock; put together; combination in act; thought; compound; adapt; conform; agree together; join together, unite; join in wedlock; adapt oneself"
ἐγγῠάω,urn:cite2:hmt:lsj.chicago_md:n30011,marriage,seed,0.487,0.339,0.148,1866,"give; hand over as a pledge; have a thing pledged; accept as a surety; plight, betroth; have; plighted; betrothed toone; to be betrothed; pledge oneself, give security; promise; engage that; answer for; give surety for; give guarantees"
τρί-γᾰμος,urn:cite2:hmt:lsj.chicago_md:n104852,marriage,seed,0.485,0.277,0.208,99,thrice-married
κενογάμιον,urn:cite2:hmt:lsj.chicago_md:n56570,marriage,seed,0.484,0.288,0.196,107,"empty, unreal marriage"
νυμφο-στολικῶς,urn:cite2:hmt:lsj.chicago_md:n71298,marriage,seed,0.484,0.193,0.291,79,like one escorting a bride
προτέλ-ειος,urn:cite2:hmt:lsj.chicago_md:n90476,marriage,seed,0.484,0.416,0.068,794,before a ceremony of initiation; sacrifice offered before any solemnity; as an offering in behalf of..; before the marriage-rite; beginning; preliminary; introduction
ἀθεμιτο-γαμία,urn:cite2:hmt:lsj.chicago_md:n1934,marriage,seed,0.482,0.219,0.263,129,unlawful marriage
ἀνύμφευτος,urn:cite2:hmt:lsj.chicago_md:n10839,marriage,seed,0.482,0.311,0.172,208,unwedded; of an ill marriage
γᾰμ-ητικῶς,urn:cite2:hmt:lsj.chicago_md:n21564,marriage,seed,0.481,0.362,0.119,84,with an inclination for marriage
δί-γᾰμος,urn:cite2:hmt:lsj.chicago_md:n26383,marriage,seed,0.481,0.227,0.254,85,"married to two people, adulterous"
εὐν-ή,urn:cite2:hmt:lsj.chicago_md:n44534,marriage,seed,0.481,0.339,0.141,2126,"bed; bedding; abode; lair; form; nest; marriage-bed; oneʼs last bed, the grave; stones thrown out from the prow and used as anchors; at anchor"
κοίτ-η,urn:cite2:hmt:lsj.chicago_md:n58478,marriage,seed,0.481,0.407,0.074,1971,"bedstead; marriage-bed; bed; lair; nest; quarters; pen, fold; act of going to bed; going to bed; to lie still; lodging, entertainment; sexual connexion; lasciviousness; parcel, lot; chest, case; basket"
μῑσό-λεκτρος,urn:cite2:hmt:lsj.chicago_md:n68061,marriage,seed,0.481,0.295,0.186,55,hating marriage
μῑσό-νυμφος,urn:cite2:hmt:lsj.chicago_md:n68067,marriage,seed,0.481,0.295,0.186,54,hating marriage
στῠγόδεμνος,urn:cite2:hmt:lsj.chicago_md:n97373,marriage,seed,0.481,0.295,0.186,72,hating marriage
ἀνάεδνος,urn:cite2:hmt:lsj.chicago_md:n6488,marriage,seed,0.479,0.228,0.251,166,without bride-price; bringing no gifts
κᾰκο-γᾰμία,urn:cite2:hmt:lsj.chicago_md:n52132,marriage,seed,0.479,0.301,0.178,63,bad marriage
κᾰκο-γᾰμίου,urn:cite2:hmt:lsj.chicago_md:n52133,marriage,seed,0.476,0.262,0.215,166,for forming an unlawful; improper marriage
ἀνδρο-τῠχής,urn:cite2:hmt:lsj.chicago_md:n8033,marriage,seed,0.475,0.256,0.219,105,getting a man; husband; wedded
ἀνήρ,urn:cite2:hmt:lsj.chicago_md:n8665,marriage,seed,0.475,0.545,-0.07,5024,"nar-; ner-, nṛ-; nṛ-; ṇr-; man; woman; beast; male; free; one; god; men; monsters; youth; a man in the prime of life; warrior; man indeed; like a man; the part of a man..; husband; a paramour; gentlemen; a man, any man; every one; viritim; individuals; ‘each to his fellow’; any one, Le.; male animal"
θάλᾰμος,urn:cite2:hmt:lsj.chicago_md:n47734,marriage,seed,0.475,0.346,0.128,1585,"an inner room; chamber, surrounded by other buildings; womenʼs apartment, inner part of the house; a special chamber in this part of the house; bedroom; bride-chamber; bedroom of an unmarried son; store-room; chamber, room; house, mansion; the grave; realms; folds; pens; the lowest, darkest part of the ship, the hold; certain mystic shrines; chapels; the innermost shrine"
ὀπυιητής,urn:cite2:hmt:lsj.chicago_md:n74681,marriage,seed,0.475,0.24,0.236,50,husband
συγγᾰμέτης,urn:cite2:hmt:lsj.chicago_md:n97495,marriage,seed,0.475,0.24,0.236,73,husband
σύνευνος,urn:cite2:hmt:lsj.chicago_md:n100459,marriage,seed,0.475,0.314,0.161,353,"bed-fellow, consort; wife; husband"
συνήορος,urn:cite2:hmt:lsj.chicago_md:n100546,marriage,seed,0.475,0.331,0.144,423,"linked with, wedded to; in communion with; joined in wedlock; consort; husband; wife"
τᾰμῐ-εύω,urn:cite2:hmt:lsj.chicago_md:n102274,marriage,seed,0.475,0.312,0.163,2780,"to be treasurer, paymaster, controller; to be paymaster; to be quaestor; deal out, dispense; we have; dealt out; manage, control; regulate, manage; store up; she was the depository of; to be held in trust for; to be stored; saved up for; husband; control; make the best use of; lay; by..; save up..; having preserved..; regulate in amount, exercise control over; fisco, proscribo"
παστο-φόρος,urn:cite2:hmt:lsj.chicago_md:n79975,marriage,seed,0.474,0.291,0.183,293,carrying a; shrine; bringing the marriage-bed
ἀκοίτης,urn:cite2:hmt:lsj.chicago_md:n3273,marriage,seed,0.473,0.233,0.24,248,"bedfellow, husband; wife"
αὖλαξ,urn:cite2:hmt:lsj.chicago_md:n17404,marriage,seed,0.473,0.578,-0.105,1394,"furrow; the furrow; furrowʼs breadth; wife; furrow in the skin, gash, wound; swathe; duct; velkù; vlèką"
ἐλεύθερος,urn:cite2:hmt:lsj.chicago_md:n33618,marriage,seed,0.473,0.376,0.097,2258,"free; of freedom; freedom; to freedom; freed from; independent; married woman; wife; freedwoman; free, open to all; libera custodia; unencumbered; legally permissible, open to; fit for a freeman, free, frank; such as might be used to a freeman; like free men; līber; loufero; e)leudh-ero; liud; liut"
μελλό-ποσις,urn:cite2:hmt:lsj.chicago_md:n66169,marriage,seed,0.473,0.233,0.24,99,about to become a husband; wife
ὄᾰρ,urn:cite2:hmt:lsj.chicago_md:n71890,marriage,seed,0.473,0.233,0.24,169,wife
ὁμό-λεκτρος,urn:cite2:hmt:lsj.chicago_md:n73738,marriage,seed,0.473,0.233,0.24,230,sharing the same bed; wife
παρά-κοιτῐς,urn:cite2:hmt:lsj.chicago_md:n78221,marriage,seed,0.473,0.233,0.24,241,wife
πλᾶτις,urn:cite2:hmt:lsj.chicago_md:n83551,marriage,seed,0.473,0.233,0.24,79,wife
σύζῠγ-ος,urn:cite2:hmt:lsj.chicago_md:n98067,marriage,seed,0.473,0.398,0.075,639,"yoked together, paired, united; wedded; swimming in pairs; wife; yoke-fellow, comrade; brother; adversary; Koische Forschungen; common; conjointly with"
σύλλεκτρος,urn:cite2:hmt:lsj.chicago_md:n98188,marriage,seed,0.473,0.262,0.211,272,"partner of the bed, husband; wife; sharing; bed with; D Deor."
συμβία,urn:cite2:hmt:lsj.chicago_md:n98264,marriage,seed,0.473,0.233,0.24,93,wife
συμβῐ-ότη,urn:cite2:hmt:lsj.chicago_md:n98273,marriage,seed,0.473,0.233,0.24,83,wife
συνευν-έτης,urn:cite2:hmt:lsj.chicago_md:n100454,marriage,seed,0.473,0.314,0.159,256,"bed-fellow, consort; wife; concubine"
συνευν-ίς,urn:cite2:hmt:lsj.chicago_md:n100456,marriage,seed,0.473,0.233,0.24,81,wife
ἰσό-προικον,urn:cite2:hmt:lsj.chicago_md:n51131,marriage,seed,0.471,0.249,0.221,150,wedding-gift; as good as given away
ἀπαλλ-ᾰγή,urn:cite2:hmt:lsj.chicago_md:n11296,marriage,seed,0.47,0.337,0.133,1027,"deliverance, release, relief from; putting an end to; release, discharge; relief from; divorce; removal; going away, means of getting away; escape; departure; separation; death; avoidance"
ἀπεῖπον,urn:cite2:hmt:lsj.chicago_md:n11711,marriage,seed,0.47,0.5,-0.03,3771,"speak out, tell out, declare; to give; full notice; to deliver; verbal; deny, refuse; forbid; to; tell; not to; the use of; forbidden; contrary to orders; renounce, disown, give up; renounce; to resign; divorce; had; been renounced; averruncare; let him renounce; withdraw, retract; refuse; fail, tire, sink from exhaustion; shall; give in; was; unfulfilled; fail; be wanting to; fall short in; now that they are bankrupt; give way to, sink under; to be tired; will be tired of; give over; had failed to.."
ἀπολύω,urn:cite2:hmt:lsj.chicago_md:n13150,marriage,seed,0.47,0.367,0.103,4483,"loose from; from; undo; set free, release, relieve from; save; from the trouble; to be set free; acquit of; acquit; release on receipt of ransom; set free by payment of ransom, ransom, redeem; at a price of..; let go, let alone, leave; discharge, disband; dismiss, discharge; divorce; do away with, remove; discharge; pay; pay off; dismiss; sell; outright; deliver; begin to count; depart; redeem; do away with, refute; against one; refute; in defence; release from; put off; to be released; to be freed from; to be acquitted; to be absolved from; to be separated, part; to be separated; detached; having; distinct, differentiated; to be brought forth; to be delivered; to be annulled; absolute; general; irregular, without strophic responsion"
ἀποπομπ-ή,urn:cite2:hmt:lsj.chicago_md:n13482,marriage,seed,0.47,0.432,0.038,274,sending away; valediction; divorce; averting; getting rid
ἄφεσις,urn:cite2:hmt:lsj.chicago_md:n18225,marriage,seed,0.47,0.338,0.132,2124,"letting go, release; in private hands; dismissal; release; quittance from; discharge from; exemption from attendance, leave of absence; exemption from; remission; forgiveness, Ev. Marc.; relaxation, exhaustion; divorce; starting; starting-post; the first start, beginning; discharge, emission; the dropping; discharge, release; conduit, sluice; channels; reckoning of the vital quadrant; starting from"
διαζύγιον,urn:cite2:hmt:lsj.chicago_md:n24765,marriage,seed,0.47,0.33,0.14,155,"divorce; differences, quarrels"
διακοπή,urn:cite2:hmt:lsj.chicago_md:n25003,marriage,seed,0.47,0.607,-0.137,738,"gash, cleft; deepseated wound; severance; rupture; cutting; canal; narrow channel; passage; divorce; breach, rupture, quarrel; refutation; intermission; tmesis"
διά-λῠσις,urn:cite2:hmt:lsj.chicago_md:n25186,marriage,seed,0.47,0.386,0.084,1931,"separating, parting; dissolution; break; disbanding; breaking up; the time of; broke off; liquidation; divorce; resolution; ending, cessation; cessation of hostilities; settlement, compromise; settlement; solution; refutation; resolution of a diphthong; asyndeton; discharge; deed of separation; division"
διά-στᾰσις,urn:cite2:hmt:lsj.chicago_md:n25905,marriage,seed,0.47,0.355,0.115,1575,"parting, separation; fissures; breach; opening; splitting headache; distension; retching; expansion; setting at variance; cause of breach; contrasting; difference, contrast; disagreement; divorce; written as two words; interval; extension; dimension; tridimensionality"
δίεσις,urn:cite2:hmt:lsj.chicago_md:n26686,marriage,seed,0.47,0.355,0.115,729,"sending through, discharge; putting through; letting through; release, discharge; dismissal; divorce; moistening, wetting; smallest interval; semi-tone; quarter-tone"
ἐκβάλλω,urn:cite2:hmt:lsj.chicago_md:n31709,marriage,seed,0.47,0.348,0.122,5127,"throw; cast out of; throw out; threw; overboard; throw ashore; carry out; drove; out of; course; put ashore; jettison; drive out of; drive out, banish; turn out; exorcize, cast out; cause to depart; expose; divorce; depose; to be ejected; throw decisively; dig; get rid of; expel; publish; issue; strike out of; fell; cut; strike open, break in; let fall, drop; let fall; utter, speak; shed; cast, shed; throw up; spit out; will drop out; throw away, cast aside, reject; recall, repudiate; annul; remove; drive; lose; produce; hatch; put forth; put out; upset, undo the effect of; start counting; go out, depart; break out of its bed; branch off"
ἐκπομπή,urn:cite2:hmt:lsj.chicago_md:n32722,marriage,seed,0.47,0.241,0.229,141,sending out; forth; divorce
ἔξοδος,urn:cite2:hmt:lsj.chicago_md:n37470,marriage,seed,0.47,0.362,0.107,2398,"going out; marching out, military expedition; procession; divorce; way out, outlet; exits; Exodus; way out; orifices; delivery; emission; discharges; end, close; departure, death; end, issue; decision; end of a tragedy; off the stage; outgoing, payment of money; street"
κοπή,urn:cite2:hmt:lsj.chicago_md:n58958,marriage,seed,0.47,0.337,0.133,636,"cutting; cutting in pieces, slaughter; breaking up; pounding; dressing; striking, minting; divorce"
λύσις,urn:cite2:hmt:lsj.chicago_md:n64221,marriage,seed,0.47,0.39,0.08,3362,"loosing, releasing, ransoming; deliverance from; means of letting; loose from port; deliverance from guilt; a deliverance; atonement; by; offer to release them; blotting out; redemption; release, discharge; loosing, parting; dissolution; breaking; emptying, evacuation; emission of semen; remission; cure; solution; interpretation; refutation; unravelling; softening; resolution of one vowel into two; looseness; resolution; divorce; place"
παραιτ-έομαι,urn:cite2:hmt:lsj.chicago_md:n78071,marriage,seed,0.47,0.371,0.099,3110,"beg of; from; ask as a favour of; asks; for permission to; having obtained; leave; intercede with, appeal to; entreating; and saying; beg; pardon for; entreat; to; avert by entreaty, deprecate; decline, deprecate; refuse; do not admit; reject; except; reject the use of, avoid; demand exemption from; ask; to excuse; decline; invitation; pace Ephori; divorce; dismiss; relieve; intercede for, beg off; excuse; from the charge"
πρόγᾰμ-ος,urn:cite2:hmt:lsj.chicago_md:n86875,marriage,seed,0.467,0.203,0.265,137,betrothed; before a marriage
πρότερος,urn:cite2:hmt:lsj.chicago_md:n90504,marriage,seed,0.466,0.435,0.031,12189,"before, in front; fore; in front; former, earlier; men of former times; older; by the first; a former marriage; on the day before; before; preceding; preceded; PCair.Zēn.; before..; superior; superior to; before, earlier; for the first time, Ep. Gal.; foremost; the front; end; outermost; front; first; first-offered; earlier; the first; above all, especially; first in order of existence, primary; primitive, simple; normal, typical; prime; the first men; first, highest; first prize; first part, beginning; extremities; highest development; primary things, elements; the first undemonstrable propositions; first, for the present, just now; the first time; first, in the first place; first, in the first place, at the beginning; too early, before the time; first, for the first time; once; at all; now that..; now that; as soon as; first time; primarily"
δυσγᾰμ-ία,urn:cite2:hmt:lsj.chicago_md:n28775,marriage,seed,0.465,0.308,0.157,52,an ill marriage
ἐξίημι,urn:cite2:hmt:lsj.chicago_md:n37368,marriage,seed,0.464,0.271,0.193,940,"send out, let; go out; had dismissed, satisfied; let out; throw out; forth; take; out; discharge; discharge themselves; put off from oneself, get rid of; send from oneself, divorce"
δορῐ-γαμβρος,urn:cite2:hmt:lsj.chicago_md:n28053,marriage,seed,0.462,0.379,0.083,135,bride of battles; causing war by marriage; wooed by battle
δεσποτ-εία,urn:cite2:hmt:lsj.chicago_md:n24201,marriage,seed,0.461,0.461,-0.0,385,"the power of a master; the relation of master; of husband; absoluterule, despotism; ownership"
νεό-ζευκτος,urn:cite2:hmt:lsj.chicago_md:n70246,marriage,seed,0.461,0.235,0.225,82,newly-married
νεό-ζῠγος,urn:cite2:hmt:lsj.chicago_md:n70248,marriage,seed,0.461,0.299,0.162,88,newly-yoked; newly-married
νεό-ζυξ,urn:cite2:hmt:lsj.chicago_md:n70249,marriage,seed,0.461,0.235,0.225,106,newly-married
προτελ-ής,urn:cite2:hmt:lsj.chicago_md:n90487,marriage,seed,0.461,0.184,0.277,103,offered before a marriage
ἄζυξ,urn:cite2:hmt:lsj.chicago_md:n1837,marriage,seed,0.46,0.256,0.204,432,"unyoked, unpaired; unmarried; isolated; single; vowels"
ἀνανδρ-ία,urn:cite2:hmt:lsj.chicago_md:n7048,marriage,seed,0.46,0.354,0.107,347,"want of manhood; unmanliness, cowardice; unmarried womanhood"
ἀτελής,urn:cite2:hmt:lsj.chicago_md:n17007,marriage,seed,0.46,0.42,0.04,2430,"without end; not brought to an end; issue, unaccomplished; not brought about; unaccomplished; harmless; incomplete, unfinished; purpose; inchoate, imperfect; castrate; less highly developed; incompletely; never-ending; indeterminate; not bringing to an end, not accomplishing oneʼs purpose, ineffectual; imperfectly fitted for; unable; effectually; invalid; not giving accomplishment to; free from tax; tribute; free from; taxes; free from tithe on; exempt; untaxed; without deduction, nett; clear gain; not costly; uninitiated; unmarried"
