lemma,sense_id,n_occ,n_senses_lemma,silhouette,gloss,gloss_source,top_context_lemmas,example_citations
ἄκρος,0,1,1,,"at the farthest point; end; topmost, outermost; inmost",lsj,εὑρίσκω εὐρύοπα Κρονίδης ἧμαι κορυφή πολυδειράς Ὄλυμπος,Iliad 1.499
τέκμαρ,0,1,1,,"fixed mark; boundary, goal, end; goal; an end",lsj,ἀθάνατος μέγας,Iliad 1.526
εὐρύοπα,0,1,1,,wide-eyed; vox; far-sounding; thundering,lsj,εὑρίσκω Κρονίδης ἧμαι ἄκρος κορυφή πολυδειράς Ὄλυμπος,Iliad 1.498
παλινάγρετος,0,1,1,,to be taken back; recalled; revocable; recoverable,lsj,ἀπατηλός ἀτελεύτητος κεφαλή κατανεύω,Iliad 1.526
ἀπατηλός,0,1,1,,producing illusion; deceptive,lsj,παλινάγρετος ἀτελεύτητος κεφαλή κατανεύω,Iliad 1.526
ἀτελεύτητος,0,1,1,,"not brought to an end; issue, unaccomplished; without an end, interminable; everlasting",lsj,παλινάγρετος ἀπατηλός κεφαλή κατανεύω,Iliad 1.527
ἐφετμή,0,1,1,,"command, behest; behests; demands, prayers",lsj,Θέτις λανθάνω παῖς,Iliad 1.495
κυάνεος,0,1,1,,,none,ὀφρύς νεύω Κρονίων,Iliad 1.528
ὀφρύς,0,1,1,,,none,κυάνεος νεύω Κρονίων,Iliad 1.528
ἀυτή,0,1,1,,"cry, shout; battle-shout, war-cry; blast; creaking",lsj (relaxed match),ποθέω πόλεμος,Iliad 1.492
νεύω,0,1,1,,"incline in any direction; nod, beckon; beckon; nod",lsj,κυάνεος ὀφρύς Κρονίων,Iliad 1.528
ποθέω,0,1,1,,"long for, yearn after; miss; regret; will miss",lsj,ἀυτή πόλεμος,Iliad 1.492
φθινύθω,0,1,1,,"waste; cause; to pine away; waste away, decay, perish",lsj,φίλος κῆρ μένω,Iliad 1.491
ῥοδοδάκτυλος,0,1,1,,rosy-fingered,lsj,ἠριγένεια φαίνω ἠώς ἀνάγω στρατός εὐρύς Ἀχαιός,Iliad 1.477
ἠριγένεια,0,1,1,,"early-born, child of morn; morn; morning; a day",lsj,φαίνω ῥοδοδάκτυλος ἠώς ἀνάγω στρατός εὐρύς Ἀχαιός,Iliad 1.477
ἀγνοέω,0,1,1,,not to perceive; recognize; he perceived; knew well,lsj,Ἥρα εἶδον συμφράζομαι βουλή ἀργυρόπεζος Θέτις θυγάτηρ ἅλιος γέρων,Iliad 1.537
ἐκτέμνω,0,1,1,,cut out; cut; from; out,lsj,εὔχομαι οὐλοχύται προβάλλω αὐερύω πρῶτος σφάζω δέρω μηρός κνῖσα καλύπτω δίπτυχος ποιέω,Iliad 1.460
σπλάγχνον,0,1,1,,inward parts; sacrificial feast; any part of the inwards; womb,lsj,μῆρα καίω πατέομαι μιστύλλω ὀβελός πείρω ὀπτάω ἐρύω1 πᾶς,Iliad 1.464
ἐπιγνάμπτω,0,1,1,,"curve; bend; bow, bend to oneʼs purpose",lsj,ἀκέων κάθημαι φίλος κῆρ,Iliad 1.569
μῆρα,0,1,1,,,none,καίω σπλάγχνον πατέομαι μιστύλλω ὀβελός πείρω ὀπτάω ἐρύω1 πᾶς,Iliad 1.464
πεμπώβολον,0,1,1,,five-pronged fork,lsj,νέος ἔχω χείρ,Iliad 1.463
λείβω,0,1,1,,"pour, pour forth; make a libation of; let flow, shed; liquefy",lsj,αἶθοψ οἶνος,Iliad 1.463
οὐρανίωνες,0,1,1,,,none,ὀχθέω δῶμα Ζεύς θεός,Iliad 1.570
κλυτοτέχνης,0,1,1,,famous for his art,lsj,Ἥφαιστος ἄρχω ἀγορεύω μήτηρ φίλος ἐπίηρα φέρω λευκώλενος Ἥρα,Iliad 1.571
οἶνος,0,1,1,,wine; cups; wines; in vino veritas,lsj,αἶθοψ λείβω,Iliad 1.462
αἶθοψ,0,1,1,,fiery-looking; flashing; sparkling; fiery,lsj,οἶνος λείβω,Iliad 1.462
σχίζα,0,1,1,,"piece of wood cut off, lath, splinter; wood cleft small; firewood; shaft, dart",lsj,καίω γέρων,Iliad 1.462
ὠμοθετέω,0,1,1,,place the raw pieces; sacrifice; raw; shoulder,lsj,,Iliad 1.461
δίπτυχος,0,1,1,,"double-folded, doubled; a pair of; folding; having doubled",lsj,εὔχομαι οὐλοχύται προβάλλω αὐερύω πρῶτος σφάζω δέρω μηρός ἐκτέμνω κνῖσα καλύπτω ποιέω,Iliad 1.461
ἀνεκτός,0,1,1,,"bearable, sufferable, tolerable; that can be endured; tolerable; more tolerable",lsj,λοίγιος ἔργον θνητός ἐριδαίνω θεός κολῳός ἐλαύνω,Iliad 1.573
καλύπτω,0,1,1,,"oc-culo, celo; cover; to kill; covered, grasped",lsj,εὔχομαι οὐλοχύται προβάλλω αὐερύω πρῶτος σφάζω δέρω μηρός ἐκτέμνω κνῖσα δίπτυχος ποιέω,Iliad 1.460
δέρω,0,1,1,,"skin, flay; to have oneʼs; flayed off; will make",lsj,εὔχομαι οὐλοχύται προβάλλω αὐερύω πρῶτος σφάζω μηρός ἐκτέμνω κνῖσα καλύπτω δίπτυχος ποιέω,Iliad 1.459
μιστύλλω,0,1,1,,cut up,lsj,μῆρα καίω σπλάγχνον πατέομαι ὀβελός πείρω ὀπτάω ἐρύω1 πᾶς,Iliad 1.465
νημερτής,0,1,1,,"unerring, infallible; sure; that will infallibly be put in force; sure truths",lsj,ὑπισχνέομαι κατανεύω ἀπεῖπον δέος οἶδα ὅσος πᾶς ἄτιμος θεός,Iliad 1.514
ἐριδαίνω,0,1,1,,"wrangle, quarrel; strive; compete in",lsj,λοίγιος ἔργον ἀνεκτός θνητός θεός κολῳός ἐλαύνω,Iliad 1.574
αὐερύω,0,1,1,,draw back; backwards; pulled; draw,lsj,εὔχομαι οὐλοχύται προβάλλω πρῶτος σφάζω δέρω μηρός ἐκτέμνω κνῖσα καλύπτω δίπτυχος ποιέω,Iliad 1.459
προβάλλω,0,1,1,,"throw; lay before, throw to; put forward; present",lsj,εὔχομαι οὐλοχύται αὐερύω πρῶτος σφάζω δέρω μηρός ἐκτέμνω κνῖσα καλύπτω δίπτυχος ποιέω,Iliad 1.458
κολῳός,0,1,1,,"brawling, wrangling",lsj,λοίγιος ἔργον ἀνεκτός θνητός ἐριδαίνω θεός ἐλαύνω,Iliad 1.575
ἐπικραίνω,0,1,1,,"bring to pass, accomplish; may; fulfil; fulfilled",lsj,ἔλδωρ,Iliad 1.455
ἦδος,0,1,1,,"delight, pleasure; delight; vinegar",lsj,δαίς1 ἐσθλός χείρων νικάω,Iliad 1.576
ἴπτομαι,0,1,1,,"press hard, oppress; hurt, harm",lsj,τιμάω μέγας λαός Ἀχαιός,Iliad 1.454
νικάω,0,1,1,,"conquer, prevail; conqueror; conquered; won the first prize",lsj,δαίς1 ἐσθλός ἦδος χείρων,Iliad 1.576
παράφημι,0,1,1,,"speak gently to, advise; persuade, appease; speak deceitfully; insincerely",lsj,πατήρ μήτηρ νοέω φίλος ἐπίηρα φέρω Ζεύς νεικέω δαίς1 ταράσσω,Iliad 1.577
ταράσσω,0,1,1,,"stir, trouble; troubling; mix; to wag",lsj,πατήρ μήτηρ παράφημι νοέω φίλος ἐπίηρα φέρω Ζεύς νεικέω δαίς1,Iliad 1.579
χερνίπτομαι,0,1,1,,"wash oneʼs hands with holy water; sprinkle with holy water, purify; dedicate thereby; sacrifice",lsj,οὐλοχύται ἀναιρέω,Iliad 1.449
εὔδμητος,0,1,1,,well-built,lsj,θεός ἱερός ἑκατόμβη ἵστημι βωμός,Iliad 1.448
κῆδος,0,1,1,,"care about; matter; anxiety, grief; troubles",lsj,ἄναξ Χρύσης πέμπω ἀνήρ Ἀγαμέμνων παῖς ἄγω Φοῖβος ἱερός ἑκατόμβη ῥέζω Δαναοί,Iliad 1.445
πατέομαι,0,1,1,,"eat; drink; eat of, partake of; eat, taste food",lsj,μῆρα καίω σπλάγχνον μιστύλλω ὀβελός πείρω ὀπτάω ἐρύω1 πᾶς,Iliad 1.464
ἄαπτος,0,1,1,,"not to be touched, resistless, invincible",lsj,ἐπιπείθομαι μῦθος χραισμέω ὅσος θεός Ὄλυμπος εἶμι χείρ ἐφίημι,Iliad 1.567
κνέφας,0,1,1,,"darkness; evening dusk, twilight; morning twilight; dawn",lsj,ἥλιος καταδύω ἔρχομαι κοιμάω πρυμνήσιος ναῦς,Iliad 1.475
ποτός,0,1,1,,"drunk, for drinking; that which one drinks, drink; drink; drinking water",lsj,πόσις2 ἐδητύς ἔρος ἵημι κοῦρος κρατήρ ἐπιστέφω νωμάω πᾶς ἐπάρχω δέπας,Iliad 1.470
κερτόμιος,0,1,1,,"mocking, taunting",lsj,Ζεύς Κρονίων προσαυδάω,Iliad 1.539
δολομήτης,0,1,1,,,none,θεός συμφράζομαι βουλή,Iliad 1.540
κρυπτάδιος,0,1,1,,"secret, clandestine",lsj,φίλος φρονέω δικάζω,Iliad 1.542
δικάζω,0,1,1,,"Bis Acc; judge, sit in judgement; sit as a juror; give judgement on, decide, determine",lsj,φίλος κρυπτάδιος φρονέω,Iliad 1.542
ἐπέλπομαι,0,1,1,,"have hopes of, hope; expect",lsj,Ἥρα πᾶς μῦθος οἶδα,Iliad 1.545
τέρπω,0,1,1,,"delight, gladden, cheer; will give; pleasure; give delight",lsj,φρήν ἀκούω,Iliad 1.474
μέλπω,0,1,1,,celebrate with song and dance; sing; let; sound,lsj,πανημέριος μολπή θεός ἱλάσκομαι καλός ἀείδω παιάν κοῦρος Ἀχαιός Ἑκάεργος,Iliad 1.474
παιάν,0,1,1,,,none,πανημέριος μολπή θεός ἱλάσκομαι καλός ἀείδω κοῦρος Ἀχαιός μέλπω Ἑκάεργος,Iliad 1.473
χαλεπός,0,1,1,,"difficult; hard to bear, painful, grievous; severity; hardships",lsj,ἄλοχος,Iliad 1.546
μολπή,0,1,1,,dance; rhythmic movement with song; song; the note,lsj,πανημέριος θεός ἱλάσκομαι καλός ἀείδω παιάν κοῦρος Ἀχαιός μέλπω Ἑκάεργος,Iliad 1.472
πανημέριος,0,1,1,,all day long; in a whole dayʼs sail; of the whole day,lsj,μολπή θεός ἱλάσκομαι καλός ἀείδω παιάν κοῦρος Ἀχαιός μέλπω Ἑκάεργος,Iliad 1.472
ἐπάρχω,0,1,1,,"rule over; to be governor, commandant of; rule besides; pour the first drops",lsj,πόσις2 ἐδητύς ἔρος ἵημι κοῦρος κρατήρ ἐπιστέφω ποτός νωμάω πᾶς δέπας,Iliad 1.471
νωμάω,0,1,1,,"deal out, distribute; pour; the several; direct, guide",lsj,πόσις2 ἐδητύς ἔρος ἵημι κοῦρος κρατήρ ἐπιστέφω ποτός πᾶς ἐπάρχω δέπας,Iliad 1.471
ἐπιεικής,0,1,1,,"fitting, meet, suitable; meet; a fair; reasonable",lsj,ἀκούω θεός πρότερος οἶδα ἄνθρωπος,Iliad 1.547
πρότερος,0,1,1,,"before, in front; fore; in front; former, earlier",lsj,ἐπιεικής ἀκούω θεός οἶδα ἄνθρωπος,Iliad 1.548
ὀβελός,0,1,1,,"spit; pointed square pillar, obelisk; horizontal line",lsj,μῆρα καίω σπλάγχνον πατέομαι μιστύλλω πείρω ὀπτάω ἐρύω1 πᾶς,Iliad 1.465
ἐπιστέφω,0,1,1,,filled; to be full; covered with; pour,lsj,πόσις2 ἐδητύς ἔρος ἵημι κοῦρος κρατήρ ποτός νωμάω πᾶς ἐπάρχω δέπας,Iliad 1.470
διείρομαι,0,1,1,,,none,θεός ἐθέλω νοέω ἕκαστος μεταλλάω,Iliad 1.550
ποῖος,0,1,1,,of what kind?; what manner of; what sort; every,lsj,αἰνός Κρονίδης μῦθος εἶπον,Iliad 1.552
εὔκηλος,0,1,1,,"free from care, at oneʼs ease; without fear; still, silent; steady, even",lsj,φράζω ἐθέλω,Iliad 1.554
παρεῖπον,0,1,1,,"talk over, win over; by thy persuasions; give; advice",lsj,δείδω φρήν ἀργυρόπεζος Θέτις θυγάτηρ ἅλιος γέρων,Iliad 1.555
ἔρος,0,1,1,,"love, desire; Eros",lsj,πόσις2 ἐδητύς ἵημι κοῦρος κρατήρ ἐπιστέφω ποτός νωμάω πᾶς ἐπάρχω δέπας,Iliad 1.469
ἐτήτυμος,0,1,1,,"true; the truth; truthful; genuine, real",lsj,οἴομαι κατανεύω Ἀχιλλεύς τιμάω ὄλλυμι πολύς ναῦς Ἀχαιός,Iliad 1.558
ἐδητύς,0,1,1,,"meat, food",lsj,πόσις2 ἔρος ἵημι κοῦρος κρατήρ ἐπιστέφω ποτός νωμάω πᾶς ἐπάρχω δέπας,Iliad 1.469
πόσις2,0,1,1,,"drinking, drink, beverage; carousal; over their cups; draught",lsj (homograph 2),ἐδητύς ἔρος ἵημι κοῦρος κρατήρ ἐπιστέφω ποτός νωμάω πᾶς ἐπάρχω δέπας,Iliad 1.469
δαιμόνιος,0,1,1,,"belonging to a; miraculous, marvellous; good sir; lady",lsj,οἴομαι,Iliad 1.561
πράσσω,0,1,1,,"pass through, pass over; experience certain for; tunes, fare; achieve, effect, accomplish",lsj,δύναμαι,Iliad 1.562
μέλλω,0,1,1,,to be destined; likely to; belike; doubtless,lsj,φίλος,Iliad 1.564
πόνος,0,1,1,,"work; hard work, toil; the toil of war; toil",lsj,δαίς1 παύω τεύχω δαίνυμι θυμός δέω ἴσος,Iliad 1.467
ὀπτάω,0,1,1,,"roast, broil; roast; broil; fry",lsj,μῆρα καίω σπλάγχνον πατέομαι μιστύλλω ὀβελός πείρω ἐρύω1 πᾶς,Iliad 1.466
σφάζω,0,1,1,,"slay, slaughter; by cutting the throat; slaughter; cut",lsj,εὔχομαι οὐλοχύται προβάλλω αὐερύω πρῶτος δέρω μηρός ἐκτέμνω κνῖσα καλύπτω δίπτυχος ποιέω,Iliad 1.459
ἀταρτηρός,0,1,1,,"mischievous, baneful",lsj,Πηλείδης ἔπος Ἀτρείδης προσεῖπον,Iliad 1.223
λιάζομαι,0,1,1,,"bend, incline; go aside, recoil, shrink; shrank; hast",lsj,Ἀχιλλεύς δακρύω ἑταῖρος ἕζομαι θίς ἅλς1 πολιός ὁράω ἀπείρων πόντος,Iliad 1.349
λεύσσω,0,1,1,,"look; gaze upon, see; look, gaze; lives",lsj,πᾶς γέρας ἔρχομαι,Iliad 1.120
Κλυταιμνήστρη,0,1,1,,,none,προβέβουλα κουρίδιος ἄλοχος χείρων δέμας φυή φρήν ἔργον,Iliad 1.113
προβέβουλα,0,1,1,,prefer; make plans,lsj,Κλυταιμνήστρη κουρίδιος ἄλοχος χείρων δέμας φυή φρήν ἔργον,Iliad 1.113
κουρίδιος,0,1,1,,"wedded; lawful, wedded wife; wedded wife; lawful marriage",lsj,Κλυταιμνήστρη προβέβουλα ἄλοχος χείρων δέμας φυή φρήν ἔργον,Iliad 1.114
δέμας,0,1,1,,bodily frame; the living body; in stature; shoot,lsj,Κλυταιμνήστρη προβέβουλα κουρίδιος ἄλοχος χείρων φυή φρήν ἔργον,Iliad 1.115
φυή,0,1,1,,"growth, stature; fine growth, noble stature; in size; growth",lsj,Κλυταιμνήστρη προβέβουλα κουρίδιος ἄλοχος χείρων δέμας φρήν ἔργον,Iliad 1.115
ἑτοιμάζω,0,1,1,,"get ready, prepare; to those furnishing; cause to be prepared; prepare for oneself",lsj,γέρας οἶος Ἀργεῖος ἀγέραστος εἴκω1,Iliad 1.118
ἀγέραστος,0,1,1,,"without a gift of honour, unrecompensed",lsj,γέρας ἑτοιμάζω οἶος Ἀργεῖος εἴκω1,Iliad 1.119
ποδάρκης,0,1,1,,,none,ἀμείβω δῖος Ἀχιλλεύς,Iliad 1.121
μαντεύομαι,0,1,1,,"divine, prophesy; draw divinations from; by means of; presage, forebode, surmise",lsj,κακός φίλος φρήν,Iliad 1.107
κύδιστος,0,1,1,,"most honoured, noblest; greatest; profits it",lsj,Ἀτρείδης φιλοκτέανος πᾶς δίδωμι γέρας μεγάθυμος Ἀχαιός,Iliad 1.122
φιλοκτέανος,0,1,1,,"loving possessions, greedy of gain, covetous",lsj,Ἀτρείδης κύδιστος πᾶς δίδωμι γέρας μεγάθυμος Ἀχαιός,Iliad 1.122
ξυνήιος,0,1,1,,common; common stock,lsj (relaxed match),οἶδα κεῖμαι πολύς,Iliad 1.124
κεῖμαι,0,1,1,,"śáyate; cunae; to be laid; lie, lie outstretched",lsj,οἶδα ξυνήιος πολύς,Iliad 1.124
ἐπέοικε,0,1,1,,,none,λαός παλίλλογος ἐπαγείρω,Iliad 1.126
παλίλλογος,0,1,1,,collected again,lsj,λαός ἐπέοικε ἐπαγείρω,Iliad 1.126
ἐπαγείρω,0,1,1,,"gather together, collect; assemble",lsj,λαός ἐπέοικε παλίλλογος,Iliad 1.126
θεοπροπέω,0,1,1,,prophesy; to be a,lsj,Δαναοί ἀγορεύω ἑκηβόλος ἄλγος τεύχω κόρη Χρυσηίς ἀγλαός ἄποινα ἐθέλω δέχομαι πολύς,Iliad 1.109
κρήγυος,0,1,1,,"good, useful; agreeable; a good symptom; honourably",lsj,μάντις κακός εἶπον,Iliad 1.106
δακρύω,0,1,1,,"weep, shed tears; with tears; to flood; to be in tears",lsj,Ἀχιλλεύς ἑταῖρος ἕζομαι λιάζομαι θίς ἅλς1 πολιός ὁράω ἀπείρων πόντος,Iliad 1.349
ἀπωθέω,0,1,1,,"thrust away, push back; pushed; off; thrust away from oneself",lsj,Δαναοί ἀεικής λοιγός πατήρ φίλος δίδωμι ἑλικῶπις κόρη ἀπρίατος ἀνάποινος ἄγω ἱερός,Iliad 1.97
ζάω,0,1,1,,,none,εὔχομαι Δαναοί Ἀπόλλων Ζεύς φίλος Κάλχας θεοπροπία ἀναφαίνω χθών δέρκομαι κοῖλος ναῦς,Iliad 1.88
χθών,0,1,1,,earth; the surface of it; soil; the earth,lsj,εὔχομαι Δαναοί Ἀπόλλων Ζεύς φίλος Κάλχας θεοπροπία ἀναφαίνω ζάω δέρκομαι κοῖλος ναῦς,Iliad 1.88
δέρκομαι,0,1,1,,"see clearly, see; having sight; alive, living; since she lives",lsj,εὔχομαι Δαναοί Ἀπόλλων Ζεύς φίλος Κάλχας θεοπροπία ἀναφαίνω ζάω χθών κοῖλος ναῦς,Iliad 1.88
